ReportDate,Region,Commodity,ProjEstFlag,ratio
November 2019,Major Importers,"Oilseed, Soybean",Proj.,0.1576351158135545
November 2019,Mexico,"Oilseed, Soybean",Proj.,0.038397328881469114
November 2019,Paraguay,"Oilseed, Soybean",Proj.,0.01768172888015717
November 2019,Southeast Asia,"Oilseed, Soybean",Proj.,0.1345776031434185
November 2019,Total Foreign,"Oilseed, Soybean",Proj.,0.2113975298518936
November 2019,United States,"Oilseed, Soybean",Proj.,0.11843432028600238
November 2019,World,"Oilseed, Soybean",Proj.,0.19108841493942125
November 2019,World Less China,"Oilseed, Soybean",Proj.,0.19208100347589543
November 2019,Argentina,Wheat,Proj.,0.0942643391521197
November 2019,Australia,Wheat,Proj.,0.27485714285714286
November 2019,Bangladesh,Wheat,Proj.,0.11666666666666665
November 2019,Brazil,Wheat,Proj.,0.09843750000000001
November 2019,Canada,Wheat,Proj.,0.15794117647058825
November 2019,China,Wheat,Proj.,1.1266047950502704
November 2019,European Union,Wheat,Proj.,0.07667731629392971
November 2019,India,Wheat,Proj.,0.21015228426395938
November 2019,Japan,Wheat,Proj.,0.15339233038348082
November 2019,Kazakhstan,Wheat,Proj.,0.12203389830508474
November 2019,Major Exporters,Wheat,Proj.,0.10143309699803892
November 2019,Major Importers,Wheat,Proj.,0.6014323624388528
November 2019,N. Africa,Wheat,Proj.,0.29575986565911
November 2019,Nigeria,Wheat,Proj.,0.03875968992248062
November 2019,Russia,Wheat,Proj.,0.11202702702702702
November 2019,Sel. Mideast,Wheat,Proj.,0.2962776659959759
November 2019,Southeast Asia,Wheat,Proj.,0.19114912606917067
November 2019,Total Foreign,Wheat,Proj.,0.2967229349026214
November 2019,Ukraine,Wheat,Proj.,0.04285714285714286
November 2019,United States,Wheat,Proj.,0.4813328681088625
November 2019,World,Wheat,Proj.,0.3080408185072394
November 2019,World Less China,Wheat,Proj.,0.17681482859091194
December 2019,Argentina,Coarse Grain,Proj.,0.11502849002849004
December 2019,Australia,Coarse Grain,Proj.,0.20210727969348657
December 2019,Brazil,Coarse Grain,Proj.,0.051693236487123866
December 2019,Canada,Coarse Grain,Proj.,0.12812607057211375
December 2019,China,Coarse Grain,Proj.,0.6853118301520873
December 2019,European Union,Coarse Grain,Proj.,0.09459154929577464
December 2019,Japan,Coarse Grain,Proj.,0.09518539014941893
December 2019,Major Exporters,Coarse Grain,Proj.,0.07882994546355976
December 2019,Major Importers,Coarse Grain,Proj.,0.09179276480609279
December 2019,Mexico,Coarse Grain,Proj.,0.058344640434192664
December 2019,N. Afr & Mideast,Coarse Grain,Proj.,0.10971030042918455
December 2019,Russia,Coarse Grain,Proj.,0.03706467661691542
December 2019,Saudi Arabia,Coarse Grain,Proj.,0.11959087332808811
December 2019,South Korea,Coarse Grain,Proj.,0.17235188509874325
December 2019,Southeast Asia,Coarse Grain,Proj.,0.062026612077789145
December 2019,Total Foreign,Coarse Grain,Proj.,0.22362706921141612
December 2019,Ukraine,Coarse Grain,Proj.,0.04598698481561823
December 2019,United States,Coarse Grain,Proj.,0.1416898893428208
December 2019,World,Coarse Grain,Proj.,0.20491200306613835
December 2019,World Less China,Coarse Grain,Proj.,0.09825043814588748
December 2019,Argentina,Corn,Proj.,0.10556701030927836
December 2019,Brazil,Corn,Proj.,0.04980392156862745
December 2019,Canada,Corn,Proj.,0.10675675675675676
December 2019,China,Corn,Proj.,0.7232213509819437
December 2019,Egypt,Corn,Proj.,0.08557749850388988
December 2019,European Union,Corn,Proj.,0.10284023668639053
December 2019,Japan,Corn,Proj.,0.08322981366459627
December 2019,Major Exporters,Corn,Proj.,0.0630841121495327
December 2019,Major Importers,Corn,Proj.,0.08503686696984415
December 2019,Mexico,Corn,Proj.,0.05287610619469026
December 2019,Russia,Corn,Proj.,0.022695035460992906
December 2019,South Africa,Corn,Proj.,0.1572463768115942
December 2019,South Korea,Corn,Proj.,0.17522935779816512
December 2019,Southeast Asia,Corn,Proj.,0.06235804253561842
December 2019,Total Foreign,Corn,Proj.,0.26800012760391745
December 2019,Ukraine,Corn,Proj.,0.022752808988764046
December 2019,United States,Corn,Proj.,0.13729983590788206
December 2019,World,Corn,Proj.,0.23229536197608727
December 2019,World Less China,Corn,Proj.,0.09793768765073584
December 2019,Argentina,Soybean Meal,Proj.,0.05596249633753295
December 2019,Brazil,Soybean Meal,Proj.,0.09299587992937024
December 2019,European Union,Soybean Meal,Proj.,0.013316423589093213
December 2019,India,Soybean Meal,Proj.,0.01764705882352941
December 2019,Major Exporters,Soybean Meal,Proj.,0.06928313976772127
December 2019,Major Importers,Soybean Meal,Proj.,0.028698979591836735
December 2019,Mexico,Soybean Meal,Proj.,0.01199400299850075
December 2019,Southeast Asia,Soybean Meal,Proj.,0.0547358400761542
December 2019,Total Foreign,Soybean Meal,Proj.,0.04102206195959831
December 2019,United States,Soybean Meal,Proj.,0.007936507936507936
December 2019,World,Soybean Meal,Proj.,0.03610524927459773
December 2019,World Less China,Soybean Meal,Proj.,0.04633939906898011
December 2019,Argentina,Soybean Oil,Proj.,0.028768699654775607
December 2019,Brazil,Soybean Oil,Proj.,0.039053254437869826
December 2019,China,Soybean Oil,Proj.,0.024939172749391728
December 2019,European Union,Soybean Oil,Proj.,0.10850439882697947
December 2019,India,Soybean Oil,Proj.,0.024193548387096774
December 2019,Major Exporters,Soybean Oil,Proj.,0.04462188821042743
December 2019,Major Importers,Soybean Oil,Proj.,0.0326563122262047
December 2019,North Africa,Soybean Oil,Proj.,0.05150214592274678
December 2019,Total Foreign,Soybean Oil,Proj.,0.045962950017476405
December 2019,United States,Soybean Oil,Proj.,0.05774278215223098
December 2019,World,Soybean Oil,Proj.,0.04777858703568827
December 2019,World Less China,Soybean Oil,Proj.,0.055151283033320564
December 2019,Argentina,"Oilseed, Soybean",Proj.,0.432220367278798
December 2019,Brazil,"Oilseed, Soybean",Proj.,0.24824547086665583
December 2019,China,"Oilseed, Soybean",Proj.,0.19700967458223395
December 2019,European Union,"Oilseed, Soybean",Proj.,0.06007860752386301
December 2019,Major Exporters,"Oilseed, Soybean",Proj.,0.2896371195401119
December 2019,Major Importers,"Oilseed, Soybean",Proj.,0.1645496950125583
December 2019,Mexico,"Oilseed, Soybean",Proj.,0.03833333333333334
December 2019,Paraguay,"Oilseed, Soybean",Proj.,0.010805500982318271
December 2019,Southeast Asia,"Oilseed, Soybean",Proj.,0.1295336787564767
December 2019,Total Foreign,"Oilseed, Soybean",Proj.,0.21417391527467733
December 2019,United States,"Oilseed, Soybean",Proj.,0.11843432028600238
December 2019,World,"Oilseed, Soybean",Proj.,0.19325608435908745
December 2019,World Less China,"Oilseed, Soybean",Proj.,0.1922620999268582
December 2019,Argentina,Wheat,Proj.,0.08346456692913386
December 2019,Australia,Wheat,Proj.,0.25789473684210523
December 2019,Bangladesh,Wheat,Proj.,0.11666666666666665
December 2019,Brazil,Wheat,Proj.,0.09843750000000001
December 2019,Canada,Wheat,Proj.,0.16101949025487255
December 2019,China,Wheat,Proj.,1.1422153369481023
December 2019,European Union,Wheat,Proj.,0.07987220447284345
December 2019,India,Wheat,Proj.,0.21015228426395938
December 2019,Japan,Wheat,Proj.,0.15191740412979352
December 2019,Kazakhstan,Wheat,Proj.,0.12203389830508474
December 2019,Major Exporters,Wheat,Proj.,0.10130342528038801
December 2019,Major Importers,Wheat,Proj.,0.6082078818678684
December 2019,N. Africa,Wheat,Proj.,0.29575986565911
December 2019,Nigeria,Wheat,Proj.,0.03875968992248062
December 2019,Russia,Wheat,Proj.,0.11127516778523489
December 2019,Sel. Mideast,Wheat,Proj.,0.301307847082495
December 2019,Southeast Asia,Wheat,Proj.,0.19114912606917067
December 2019,Total Foreign,Wheat,Proj.,0.3003643340909351
December 2019,Ukraine,Wheat,Proj.,0.04285714285714286
December 2019,United States,Wheat,Proj.,0.4570689655172414
December 2019,World,Wheat,Proj.,0.31009993894405347
December 2019,World Less China,Wheat,Proj.,0.17656345171355053
January 2020,Argentina,Coarse Grain,Proj.,0.10805535841022001
January 2020,Australia,Coarse Grain,Proj.,0.20605468749999997
January 2020,Brazil,Coarse Grain,Proj.,0.0469767003112914
January 2020,Canada,Coarse Grain,Proj.,0.12812607057211375
January 2020,China,Coarse Grain,Proj.,0.6781401993129486
January 2020,European Union,Coarse Grain,Proj.,0.09271448663853728
January 2020,Japan,Coarse Grain,Proj.,0.09518539014941893
January 2020,Major Exporters,Coarse Grain,Proj.,0.07600871689889717
January 2020,Major Importers,Coarse Grain,Proj.,0.09068645825524152
January 2020,Mexico,Coarse Grain,Proj.,0.05817549284885968
January 2020,N. Afr & Mideast,Coarse Grain,Proj.,0.1083022884513039
January 2020,Russia,Coarse Grain,Proj.,0.04132640435535758
January 2020,Saudi Arabia,Coarse Grain,Proj.,0.11959087332808811
January 2020,South Korea,Coarse Grain,Proj.,0.17235188509874325
January 2020,Southeast Asia,Coarse Grain,Proj.,0.06201391731477691
January 2020,Total Foreign,Coarse Grain,Proj.,0.2209653273130469
January 2020,Ukraine,Coarse Grain,Proj.,0.0448051948051948
January 2020,United States,Coarse Grain,Proj.,0.13844546818084422
January 2020,World,Coarse Grain,Proj.,0.20197599955623216
January 2020,World Less China,Coarse Grain,Proj.,0.09659304758893755
January 2020,Argentina,Corn,Proj.,0.10556701030927836
January 2020,Brazil,Corn,Proj.,0.04490196078431372
January 2020,Canada,Corn,Proj.,0.10675675675675676
January 2020,China,Corn,Proj.,0.7134614006164433
January 2020,Egypt,Corn,Proj.,0.08378216636744464
January 2020,European Union,Corn,Proj.,0.10282685512367491
January 2020,Japan,Corn,Proj.,0.08322981366459627
January 2020,Major Exporters,Corn,Proj.,0.06111499883368322
January 2020,Major Importers,Corn,Proj.,0.08493102384415355
January 2020,Mexico,Corn,Proj.,0.05287610619469026
January 2020,Russia,Corn,Proj.,0.032525951557093424
January 2020,South Africa,Corn,Proj.,0.15
January 2020,South Korea,Corn,Proj.,0.17522935779816512
January 2020,Southeast Asia,Corn,Proj.,0.06235804253561842
January 2020,Total Foreign,Corn,Proj.,0.26521249707962535
January 2020,Ukraine,Corn,Proj.,0.024157303370786514
January 2020,United States,Corn,Proj.,0.13449916060436487
January 2020,World,Corn,Proj.,0.22925214579885297
January 2020,World Less China,Corn,Proj.,0.09680107447820162
January 2020,Argentina,Soybean Meal,Proj.,0.05596249633753295
January 2020,Brazil,Soybean Meal,Proj.,0.11757719714964371
January 2020,European Union,Soybean Meal,Proj.,0.013316423589093213
January 2020,India,Soybean Meal,Proj.,0.01764705882352941
January 2020,Major Exporters,Soybean Meal,Proj.,0.08028414421659295
January 2020,Major Importers,Soybean Meal,Proj.,0.030510090576831395
January 2020,Mexico,Soybean Meal,Proj.,0.029027576197387522
January 2020,Southeast Asia,Soybean Meal,Proj.,0.0547358400761542
January 2020,Total Foreign,Soybean Meal,Proj.,0.044838534809881515
January 2020,United States,Soybean Meal,Proj.,0.007936507936507936
January 2020,World,Soybean Meal,Proj.,0.03932676789302065
January 2020,World Less China,Soybean Meal,Proj.,0.05054182187605825
January 2020,Argentina,Soybean Oil,Proj.,0.028768699654775607
January 2020,Brazil,Soybean Oil,Proj.,0.039053254437869826
January 2020,China,Soybean Oil,Proj.,0.027912621359223306
January 2020,European Union,Soybean Oil,Proj.,0.10850439882697947
January 2020,India,Soybean Oil,Proj.,0.024193548387096774
January 2020,Major Exporters,Soybean Oil,Proj.,0.04462188821042743
January 2020,Major Importers,Soybean Oil,Proj.,0.034606205250596656
January 2020,North Africa,Soybean Oil,Proj.,0.05150214592274678
January 2020,Total Foreign,Soybean Oil,Proj.,0.0467877094972067
January 2020,United States,Soybean Oil,Proj.,0.05774278215223098
January 2020,World,Soybean Oil,Proj.,0.04861010042206375
January 2020,World Less China,Soybean Oil,Proj.,0.05514072372199885
January 2020,Argentina,"Oilseed, Soybean",Proj.,0.432220367278798
January 2020,Brazil,"Oilseed, Soybean",Proj.,0.2549901832460733
January 2020,China,"Oilseed, Soybean",Proj.,0.19187007682582904
January 2020,European Union,"Oilseed, Soybean",Proj.,0.06007860752386301
January 2020,Major Exporters,"Oilseed, Soybean",Proj.,0.29393923816377937
January 2020,Major Importers,"Oilseed, Soybean",Proj.,0.1603739918635358
January 2020,Mexico,"Oilseed, Soybean",Proj.,0.032
January 2020,Paraguay,"Oilseed, Soybean",Proj.,0.010805500982318271
January 2020,Southeast Asia,"Oilseed, Soybean",Proj.,0.1295336787564767
January 2020,Total Foreign,"Oilseed, Soybean",Proj.,0.21466465055485787
January 2020,United States,"Oilseed, Soybean",Proj.,0.11844517785111842
January 2020,World,"Oilseed, Soybean",Proj.,0.19362656731963307
January 2020,World Less China,"Oilseed, Soybean",Proj.,0.19408218348762707
January 2020,Argentina,Wheat,Proj.,0.08923884514435695
January 2020,Australia,Wheat,Proj.,0.249112426035503
January 2020,Bangladesh,Wheat,Proj.,0.14444444444444446
January 2020,Brazil,Wheat,Proj.,0.09921259842519686
January 2020,Canada,Wheat,Proj.,0.16101949025487255
January 2020,China,Wheat,Proj.,1.1422153369481023
January 2020,European Union,Wheat,Proj.,0.06813880126182965
January 2020,India,Wheat,Proj.,0.21015228426395938
January 2020,Japan,Wheat,Proj.,0.15191740412979352
January 2020,Kazakhstan,Wheat,Proj.,0.12796610169491524
January 2020,Major Exporters,Wheat,Proj.,0.0956456002419111
January 2020,Major Importers,Wheat,Proj.,0.6088400613183443
January 2020,N. Africa,Wheat,Proj.,0.2930456640134059
January 2020,Nigeria,Wheat,Proj.,0.03875968992248062
January 2020,Russia,Wheat,Proj.,0.11278911564625849
January 2020,Sel. Mideast,Wheat,Proj.,0.3014282134803307
January 2020,Southeast Asia,Wheat,Proj.,0.18883476957662046
January 2020,Total Foreign,Wheat,Proj.,0.29847241222070225
January 2020,Ukraine,Wheat,Proj.,0.04285714285714286
January 2020,United States,Wheat,Proj.,0.45081545064377687
January 2020,World,Wheat,Proj.,0.30796202856409816
January 2020,World Less China,Wheat,Proj.,0.17439293598233996
February 2020,Argentina,Coarse Grain,Proj.,0.10806967650195522
February 2020,Australia,Coarse Grain,Proj.,0.20214843749999997
February 2020,Brazil,Coarse Grain,Proj.,0.04393953619378462
February 2020,Canada,Coarse Grain,Proj.,0.1285126799177519
February 2020,China,Coarse Grain,Proj.,0.6781401993129486
February 2020,European Union,Coarse Grain,Proj.,0.09166432781364017
February 2020,Japan,Coarse Grain,Proj.,0.09518539014941893
February 2020,Major Exporters,Coarse Grain,Proj.,0.07435164184991618
February 2020,Major Importers,Coarse Grain,Proj.,0.0893382536278861
February 2020,Mexico,Coarse Grain,Proj.,0.05825617283950617
February 2020,N. Afr & Mideast,Coarse Grain,Proj.,0.1077289571201694
February 2020,Russia,Coarse Grain,Proj.,0.04132640435535758
February 2020,Saudi Arabia,Coarse Grain,Proj.,0.11959087332808811
February 2020,South Korea,Coarse Grain,Proj.,0.17235188509874325
February 2020,Southeast Asia,Coarse Grain,Proj.,0.05527123848515866
February 2020,Total Foreign,Coarse Grain,Proj.,0.21985566202856388
February 2020,Ukraine,Coarse Grain,Proj.,0.04264894984997857
February 2020,United States,Coarse Grain,Proj.,0.13798827340633452
February 2020,World,Coarse Grain,Proj.,0.20103647990743076
February 2020,World Less China,Coarse Grain,Proj.,0.09562492485271133
February 2020,Argentina,Corn,Proj.,0.10556701030927836
February 2020,Brazil,Corn,Proj.,0.04175609756097561
February 2020,Canada,Corn,Proj.,0.10675675675675676
February 2020,China,Corn,Proj.,0.7134614006164433
February 2020,Egypt,Corn,Proj.,0.08378216636744464
February 2020,European Union,Corn,Proj.,0.10011723329425556
February 2020,Japan,Corn,Proj.,0.08322981366459627
February 2020,Major Exporters,Corn,Proj.,0.05886442641946697
February 2020,Major Importers,Corn,Proj.,0.08249373047648378
February 2020,Mexico,Corn,Proj.,0.05287610619469026
February 2020,Russia,Corn,Proj.,0.032525951557093424
February 2020,South Africa,Corn,Proj.,0.14475524475524473
February 2020,South Korea,Corn,Proj.,0.17522935779816512
February 2020,Southeast Asia,Corn,Proj.,0.0555440842453025
February 2020,Total Foreign,Corn,Proj.,0.26363925392115306
February 2020,Ukraine,Corn,Proj.,0.021111111111111112
February 2020,United States,Corn,Proj.,0.13449916060436487
February 2020,World,Corn,Proj.,0.22816470533977967
February 2020,World Less China,Corn,Proj.,0.09566817029854105
February 2020,Argentina,Soybean Meal,Proj.,0.05596249633753295
February 2020,Brazil,Soybean Meal,Proj.,0.11097992916174733
February 2020,European Union,Soybean Meal,Proj.,0.02085967130214918
February 2020,India,Soybean Meal,Proj.,0.01764705882352941
February 2020,Major Exporters,Soybean Meal,Proj.,0.07739607004411175
February 2020,Major Importers,Soybean Meal,Proj.,0.03399209486166008
February 2020,Mexico,Soybean Meal,Proj.,0.028818443804034585
February 2020,Southeast Asia,Soybean Meal,Proj.,0.05434782608695652
February 2020,Total Foreign,Soybean Meal,Proj.,0.043590434749123955
February 2020,United States,Soybean Meal,Proj.,0.007495590828924163
February 2020,World,Soybean Meal,Proj.,0.03822324209146041
February 2020,World Less China,Soybean Meal,Proj.,0.049217002237136466
February 2020,Argentina,Soybean Oil,Proj.,0.05355064027939465
February 2020,Brazil,Soybean Oil,Proj.,0.039053254437869826
February 2020,China,Soybean Oil,Proj.,0.02779456193353475
February 2020,European Union,Soybean Oil,Proj.,0.08035714285714286
February 2020,India,Soybean Oil,Proj.,0.024193548387096774
February 2020,Major Exporters,Soybean Oil,Proj.,0.05101558809636278
February 2020,Major Importers,Soybean Oil,Proj.,0.033136094674556214
February 2020,North Africa,Soybean Oil,Proj.,0.05084745762711865
February 2020,Total Foreign,Soybean Oil,Proj.,0.04747774480712166
February 2020,United States,Soybean Oil,Proj.,0.06084656084656084
February 2020,World,Soybean Oil,Proj.,0.04968672592160863
February 2020,World Less China,Soybean Oil,Proj.,0.05665450355290955
February 2020,Argentina,"Oilseed, Soybean",Proj.,0.432220367278798
February 2020,Brazil,"Oilseed, Soybean",Proj.,0.2606969205834684
February 2020,China,"Oilseed, Soybean",Proj.,0.20928440720408362
February 2020,European Union,"Oilseed, Soybean",Proj.,0.06550951847704367
February 2020,Major Exporters,"Oilseed, Soybean",Proj.,0.29981063513997647
February 2020,Major Importers,"Oilseed, Soybean",Proj.,0.17405780674412016
February 2020,Mexico,"Oilseed, Soybean",Proj.,0.032
February 2020,Paraguay,"Oilseed, Soybean",Proj.,0.053643724696356275
February 2020,Southeast Asia,"Oilseed, Soybean",Proj.,0.1295336787564767
February 2020,Total Foreign,"Oilseed, Soybean",Proj.,0.22265007395318
February 2020,United States,"Oilseed, Soybean",Proj.,0.10458167330677291
February 2020,World,"Oilseed, Soybean",Proj.,0.19671283030881884
February 2020,World Less China,"Oilseed, Soybean",Proj.,0.19343431810202136
February 2020,Argentina,Wheat,Proj.,0.08355091383812012
February 2020,Australia,Wheat,Proj.,0.249112426035503
February 2020,Bangladesh,Wheat,Proj.,0.1915492957746479
February 2020,Brazil,Wheat,Proj.,0.09921259842519686
February 2020,Canada,Wheat,Proj.,0.16987951807228913
February 2020,China,Wheat,Proj.,1.1484120836560805
February 2020,European Union,Wheat,Proj.,0.06477987421383648
February 2020,India,Wheat,Proj.,0.21015228426395938
February 2020,Japan,Wheat,Proj.,0.15191740412979352
February 2020,Kazakhstan,Wheat,Proj.,0.08709677419354839
February 2020,Major Exporters,Wheat,Proj.,0.0945191001056923
February 2020,Major Importers,Wheat,Proj.,0.612762154052415
February 2020,N. Africa,Wheat,Proj.,0.2850858818600754
February 2020,Nigeria,Wheat,Proj.,0.03875968992248062
February 2020,Russia,Wheat,Proj.,0.11278911564625849
February 2020,Sel. Mideast,Wheat,Proj.,0.3014282134803307
February 2020,Southeast Asia,Wheat,Proj.,0.2136176580621025
February 2020,Total Foreign,Wheat,Proj.,0.2988839539915727
February 2020,Ukraine,Wheat,Proj.,0.04285714285714286
February 2020,United States,Wheat,Proj.,0.43407432547089764
February 2020,World,Wheat,Proj.,0.30739266389899783
February 2020,World Less China,Wheat,Proj.,0.17301432090208066
March 2020,Argentina,Coarse Grain,Proj.,0.0881720430107527
March 2020,Australia,Coarse Grain,Proj.,0.21240601503759396
March 2020,Brazil,Coarse Grain,Proj.,0.04476217175964863
March 2020,Canada,Coarse Grain,Proj.,0.1454981170831907
March 2020,China,Coarse Grain,Proj.,0.6777887261730827
March 2020,European Union,Coarse Grain,Proj.,0.09029725182277061
March 2020,Japan,Coarse Grain,Proj.,0.09518539014941893
March 2020,Major Exporters,Coarse Grain,Proj.,0.0761015561015561
March 2020,Major Importers,Coarse Grain,Proj.,0.08921115139392423
March 2020,Mexico,Coarse Grain,Proj.,0.05825617283950617
March 2020,N. Afr & Mideast,Coarse Grain,Proj.,0.10442032821598729
March 2020,Russia,Coarse Grain,Proj.,0.04971127290986694
March 2020,Saudi Arabia,Coarse Grain,Proj.,0.13953488372093026
March 2020,South Korea,Coarse Grain,Proj.,0.17235188509874325
March 2020,Southeast Asia,Coarse Grain,Proj.,0.05995893223819301
March 2020,Total Foreign,Coarse Grain,Proj.,0.2207642578250016
March 2020,Ukraine,Coarse Grain,Proj.,0.042775058523090013
March 2020,United States,Coarse Grain,Proj.,0.13762278189652866
March 2020,World,Coarse Grain,Proj.,0.2016236826057765
March 2020,World Less China,Coarse Grain,Proj.,0.09618857022480362
March 2020,Argentina,Corn,Proj.,0.08494845360824743
March 2020,Brazil,Corn,Proj.,0.042621359223300966
March 2020,Canada,Corn,Proj.,0.14054054054054055
March 2020,China,Corn,Proj.,0.7134614006164433
March 2020,Egypt,Corn,Proj.,0.08378216636744464
March 2020,European Union,Corn,Proj.,0.09882903981264636
March 2020,Japan,Corn,Proj.,0.08322981366459627
March 2020,Major Exporters,Corn,Proj.,0.058005067956692004
March 2020,Major Importers,Corn,Proj.,0.08307651668574448
March 2020,Mexico,Corn,Proj.,0.05287610619469026
March 2020,Russia,Corn,Proj.,0.04928571428571428
March 2020,South Africa,Corn,Proj.,0.18079470198675496
March 2020,South Korea,Corn,Proj.,0.17522935779816512
March 2020,Southeast Asia,Corn,Proj.,0.06039850560398506
March 2020,Total Foreign,Corn,Proj.,0.26408517851467317
March 2020,Ukraine,Corn,Proj.,0.01810699588477366
March 2020,United States,Corn,Proj.,0.13449916060436487
March 2020,World,Corn,Proj.,0.22849458234073616
March 2020,World Less China,Corn,Proj.,0.09612826231560824
March 2020,Argentina,Soybean Meal,Proj.,0.05979567307692307
March 2020,Brazil,Soybean Meal,Proj.,0.10950413223140495
March 2020,European Union,Soybean Meal,Proj.,0.0050890585241730275
March 2020,India,Soybean Meal,Proj.,0.03170028818443804
March 2020,Major Exporters,Soybean Meal,Proj.,0.07975708502024292
March 2020,Major Importers,Soybean Meal,Proj.,0.030283710551482306
March 2020,Mexico,Soybean Meal,Proj.,0.028818443804034585
March 2020,Southeast Asia,Soybean Meal,Proj.,0.06717850287907869
March 2020,Total Foreign,Soybean Meal,Proj.,0.042568849982569636
March 2020,United States,Soybean Meal,Proj.,0.007495590828924163
March 2020,World,Soybean Meal,Proj.,0.03732744703983132
March 2020,World Less China,Soybean Meal,Proj.,0.04813084112149533
March 2020,Argentina,Soybean Oil,Proj.,0.054827175208581644
March 2020,Brazil,Soybean Oil,Proj.,0.03313609467455622
March 2020,China,Soybean Oil,Proj.,0.02779456193353475
March 2020,European Union,Soybean Oil,Proj.,0.08579881656804733
March 2020,India,Soybean Oil,Proj.,0.023952095808383235
March 2020,Major Exporters,Soybean Oil,Proj.,0.05002382086707956
March 2020,Major Importers,Soybean Oil,Proj.,0.03065286624203822
March 2020,North Africa,Soybean Oil,Proj.,0.05084745762711865
March 2020,Total Foreign,Soybean Oil,Proj.,0.04627837409818757
March 2020,United States,Soybean Oil,Proj.,0.06084656084656084
March 2020,World,Soybean Oil,Proj.,0.04869463185684951
March 2020,World Less China,Soybean Oil,Proj.,0.05539415068758474
March 2020,Argentina,"Oilseed, Soybean",Proj.,0.47351443123938874
March 2020,Brazil,"Oilseed, Soybean",Proj.,0.26928687196110207
March 2020,China,"Oilseed, Soybean",Proj.,0.20928440720408362
March 2020,European Union,"Oilseed, Soybean",Proj.,0.093505039193729
March 2020,Major Exporters,"Oilseed, Soybean",Proj.,0.3171459437213849
March 2020,Major Importers,"Oilseed, Soybean",Proj.,0.1775998866534429
March 2020,Mexico,"Oilseed, Soybean",Proj.,0.032
March 2020,Paraguay,"Oilseed, Soybean",Proj.,0.053643724696356275
March 2020,Southeast Asia,"Oilseed, Soybean",Proj.,0.1295336787564767
March 2020,Total Foreign,"Oilseed, Soybean",Proj.,0.23212096444626074
March 2020,United States,"Oilseed, Soybean",Proj.,0.10468169881372816
March 2020,World,"Oilseed, Soybean",Proj.,0.20408407211873691
March 2020,World Less China,"Oilseed, Soybean",Proj.,0.20272782075756052
March 2020,Argentina,Wheat,Proj.,0.08142493638676845
March 2020,Australia,Wheat,Proj.,0.2401197604790419
March 2020,Bangladesh,Wheat,Proj.,0.22739726027397258
March 2020,Brazil,Wheat,Proj.,0.08346456692913387
March 2020,Canada,Wheat,Proj.,0.18206686930091187
March 2020,China,Wheat,Proj.,1.1484120836560805
March 2020,European Union,Wheat,Proj.,0.06498422712933755
March 2020,India,Wheat,Proj.,0.22446700507614212
March 2020,Japan,Wheat,Proj.,0.15191740412979352
March 2020,Kazakhstan,Wheat,Proj.,0.08790322580645162
March 2020,Major Exporters,Wheat,Proj.,0.09214533393637872
March 2020,Major Importers,Wheat,Proj.,0.6061686348155457
March 2020,N. Africa,Wheat,Proj.,0.27461248428990365
March 2020,Nigeria,Wheat,Proj.,0.03875968992248062
March 2020,Russia,Wheat,Proj.,0.09932885906040269
March 2020,Sel. Mideast,Wheat,Proj.,0.29967013448363355
March 2020,Southeast Asia,Wheat,Proj.,0.2136176580621025
March 2020,Total Foreign,Wheat,Proj.,0.2973522958516649
March 2020,Ukraine,Wheat,Proj.,0.04285714285714286
March 2020,United States,Wheat,Proj.,0.43407432547089764
March 2020,World,Wheat,Proj.,0.3059400138511534
March 2020,World Less China,Wheat,Proj.,0.1715732905058991
April 2020,Argentina,Coarse Grain,Proj.,0.08369175627240144
April 2020,Australia,Coarse Grain,Proj.,0.21240601503759396
April 2020,Brazil,Coarse Grain,Proj.,0.04476217175964863
April 2020,Canada,Coarse Grain,Proj.,0.14584046559397465
April 2020,China,Coarse Grain,Proj.,0.6751463076350597
April 2020,European Union,Coarse Grain,Proj.,0.08866666666666667
April 2020,Japan,Coarse Grain,Proj.,0.09539656128674431
April 2020,Major Exporters,Coarse Grain,Proj.,0.07673137460650575
April 2020,Major Importers,Coarse Grain,Proj.,0.08970423062523399
April 2020,Mexico,Coarse Grain,Proj.,0.05473887814313346
April 2020,N. Afr & Mideast,Coarse Grain,Proj.,0.10745991784815158
April 2020,Russia,Coarse Grain,Proj.,0.05874905039250442
April 2020,Saudi Arabia,Coarse Grain,Proj.,0.13953488372093026
April 2020,South Korea,Coarse Grain,Proj.,0.16494845360824742
April 2020,Southeast Asia,Coarse Grain,Proj.,0.06425282544997907
April 2020,Total Foreign,Coarse Grain,Proj.,0.2214441033512407
April 2020,Ukraine,Coarse Grain,Proj.,0.04443971932808845
April 2020,United States,Coarse Grain,Proj.,0.15315926609488656
April 2020,World,Coarse Grain,Proj.,0.2059074179285132
April 2020,World Less China,Coarse Grain,Proj.,0.10111731421534928
April 2020,Argentina,Corn,Proj.,0.07979381443298969
April 2020,Brazil,Corn,Proj.,0.042621359223300966
April 2020,Canada,Corn,Proj.,0.14054054054054055
April 2020,China,Corn,Proj.,0.7134614006164433
April 2020,Egypt,Corn,Proj.,0.08378216636744464
April 2020,European Union,Corn,Proj.,0.09517795637198621
April 2020,Japan,Corn,Proj.,0.08322981366459627
April 2020,Major Exporters,Corn,Proj.,0.05751152073732719
