ReportDate,Region,Commodity,ProjEstFlag,total_supply
June 2020,World Less China,Coarse Grain,Est.,1275.12
June 2020,Argentina,Corn,Est.,52.37
June 2020,Brazil,Corn,Est.,106.19
June 2020,Canada,Corn,Est.,15.360000000000001
June 2020,China,Corn,Est.,471.09
June 2020,Egypt,Corn,Est.,8.21
June 2020,European Union,Corn,Est.,74.39
June 2020,Japan,Corn,Est.,1.44
June 2020,Major Exporters,Corn,Est.,227.69
June 2020,Major Importers,Corn,Est.,149.8
June 2020,Mexico,Corn,Est.,30.09
June 2020,Russia,Corn,Est.,14.66
June 2020,South Africa,Corn,Est.,17.31
June 2020,South Korea,Corn,Est.,1.9100000000000001
June 2020,Southeast Asia,Corn,Est.,32.699999999999996
June 2020,Total Foreign,Corn,Est.,1031.33
June 2020,Ukraine,Corn,Est.,37.18
June 2020,United States,Corn,Est.,402.29999999999995
June 2020,World,Corn,Est.,1433.63
June 2020,World Less China,Corn,Est.,962.54
June 2020,Afr. Fr. Zone,Cotton,Est.,7.619999999999999
June 2020,Australia,Cotton,Est.,2.2
June 2020,Bangladesh,Cotton,Est.,1.92
June 2020,Brazil,Cotton,Est.,25.46
June 2020,Central Asia,Cotton,Est.,8.27
June 2020,China,Cotton,Est.,62.92
June 2020,European Union,Cotton,Est.,2.21
June 2020,India,Cotton,Est.,39.81
June 2020,Indonesia,Cotton,Est.,0.53
June 2020,Major Exporters,Cotton,Est.,88.16
June 2020,Major Importers,Cotton,Est.,85.44999999999999
June 2020,Mexico,Cotton,Est.,2.34
June 2020,Pakistan,Cotton,Est.,8.7
June 2020,S. Hemis.,Cotton,Est.,31.76
June 2020,Thailand,Cotton,Est.,0.18
June 2020,Total Foreign,Cotton,Est.,178.68
June 2020,Turkey,Cotton,Est.,5.09
June 2020,United States,Cotton,Est.,24.759999999999998
June 2020,Vietnam,Cotton,Est.,1.19
June 2020,World,Cotton,Est.,203.44
June 2020,World Less China,Cotton,Est.,140.51999999999998
June 2020,Brazil,Rice,Est.,7.61
June 2020,Burma,Rice,Est.,13.77
June 2020,C. Amer & Carib,Rice,Est.,2.17
June 2020,China,Rice,Est.,261.73
June 2020,Egypt,Rice,Est.,5.3
June 2020,European Union,Rice,Est.,3.16
June 2020,India,Rice,Est.,147.44
June 2020,Indonesia,Rice,Est.,37.56
June 2020,Japan,Rice,Est.,9.66
June 2020,Major Exporters,Rice,Est.,220.35000000000002
June 2020,Major Importers,Rice,Est.,366.06
June 2020,Mexico,Rice,Est.,0.31000000000000005
June 2020,Nigeria,Rice,Est.,6.26
June 2020,Pakistan,Rice,Est.,8.13
June 2020,Philippines,Rice,Est.,14.92
June 2020,Sel. Mideast,Rice,Est.,3.25
June 2020,South Korea,Rice,Est.,4.83
June 2020,Thailand,Rice,Est.,22.54
June 2020,Total Foreign,Rice,Est.,663.8
June 2020,United States,Rice,Est.,7.28
June 2020,Vietnam,Rice,Est.,28.470000000000002
June 2020,World,Rice,Est.,671.08
June 2020,World Less China,Rice,Est.,409.35
June 2020,Argentina,Soybean Meal,Est.,33.09
June 2020,Brazil,Soybean Meal,Est.,37.96
June 2020,European Union,Soybean Meal,Est.,12.96
June 2020,India,Soybean Meal,Est.,7.119999999999999
June 2020,Major Exporters,Soybean Meal,Est.,78.17
June 2020,Major Importers,Soybean Meal,Est.,23.830000000000002
June 2020,Mexico,Soybean Meal,Est.,5.050000000000001
June 2020,Southeast Asia,Soybean Meal,Est.,3.83
June 2020,Total Foreign,Soybean Meal,Est.,203.76000000000002
June 2020,United States,Soybean Meal,Est.,46.019999999999996
June 2020,World,Soybean Meal,Est.,249.77999999999997
June 2020,World Less China,Soybean Meal,Est.,180.48000000000002
June 2020,Argentina,Soybean Oil,Est.,8.3
June 2020,Brazil,Soybean Oil,Est.,8.8
June 2020,China,Soybean Oil,Est.,16.18
June 2020,European Union,Soybean Oil,Est.,3.29
June 2020,India,Soybean Oil,Est.,1.6400000000000001
June 2020,Major Exporters,Soybean Oil,Est.,21.12
June 2020,Major Importers,Soybean Oil,Est.,19.409999999999997
June 2020,North Africa,Soybean Oil,Est.,0.98
June 2020,Total Foreign,Soybean Oil,Est.,48.44
June 2020,United States,Soybean Oil,Est.,11.96
June 2020,World,Soybean Oil,Est.,60.410000000000004
June 2020,World Less China,Soybean Oil,Est.,44.230000000000004
June 2020,Argentina,"Oilseed, Soybean",Est.,78.89
June 2020,Brazil,"Oilseed, Soybean",Est.,156.48
June 2020,China,"Oilseed, Soybean",Est.,37.56
June 2020,European Union,"Oilseed, Soybean",Est.,4.24
June 2020,Major Exporters,"Oilseed, Soybean",Est.,248.0
June 2020,Major Importers,"Oilseed, Soybean",Est.,43.870000000000005
June 2020,Mexico,"Oilseed, Soybean",Est.,0.42
June 2020,Paraguay,"Oilseed, Soybean",Est.,10.43
June 2020,Southeast Asia,"Oilseed, Soybean",Est.,1.28
June 2020,Total Foreign,"Oilseed, Soybean",Est.,326.45
June 2020,United States,"Oilseed, Soybean",Est.,121.42
June 2020,World,"Oilseed, Soybean",Est.,447.87
June 2020,World Less China,"Oilseed, Soybean",Est.,410.32
June 2020,Argentina,Wheat,Est.,21.24
June 2020,Australia,Wheat,Est.,20.64
June 2020,Bangladesh,Wheat,Est.,2.46
June 2020,Brazil,Wheat,Est.,6.26
June 2020,Canada,Wheat,Est.,38.39
June 2020,China,Wheat,Est.,273.36
June 2020,European Union,Wheat,Est.,166.75
June 2020,India,Wheat,Est.,120.58999999999999
June 2020,Japan,Wheat,Est.,2.1500000000000004
June 2020,Kazakhstan,Wheat,Est.,13.129999999999999
June 2020,Major Exporters,Wheat,Est.,359.21000000000004
June 2020,Major Importers,Wheat,Est.,385.45
June 2020,N. Africa,Wheat,Est.,33.87
June 2020,Nigeria,Wheat,Est.,0.26
June 2020,Russia,Wheat,Est.,81.43
June 2020,Sel. Mideast,Wheat,Est.,34.09
June 2020,Southeast Asia,Wheat,Est.,5.44
June 2020,Total Foreign,Wheat,Est.,962.5999999999999
June 2020,Ukraine,Wheat,Est.,30.76
June 2020,United States,Wheat,Est.,81.65
June 2020,World,Wheat,Est.,1044.25
June 2020,World Less China,Wheat,Est.,770.8900000000001
July 2020,Argentina,Coarse Grain,Est.,60.36
July 2020,Australia,Coarse Grain,Est.,12.87
July 2020,Brazil,Coarse Grain,Est.,110.22
July 2020,Canada,Coarse Grain,Est.,31.85
July 2020,China,Coarse Grain,Est.,478.78999999999996
July 2020,European Union,Coarse Grain,Est.,174.77
July 2020,Japan,Coarse Grain,Est.,2.06
July 2020,Major Exporters,Coarse Grain,Est.,324.14
July 2020,Major Importers,Coarse Grain,Est.,291.73
July 2020,Mexico,Coarse Grain,Est.,36.17
July 2020,N. Afr & Mideast,Coarse Grain,Est.,40.79
July 2020,Russia,Coarse Grain,Est.,41.72
July 2020,Saudi Arabia,Coarse Grain,Est.,2.24
July 2020,South Korea,Coarse Grain,Est.,2.0500000000000003
July 2020,Southeast Asia,Coarse Grain,Est.,32.61
July 2020,Total Foreign,Coarse Grain,Est.,1334.4099999999999
July 2020,Ukraine,Coarse Grain,Est.,49.0
July 2020,United States,Coarse Grain,Est.,419.77
July 2020,World,Coarse Grain,Est.,1754.1799999999998
July 2020,World Less China,Coarse Grain,Est.,1275.3999999999999
July 2020,Argentina,Corn,Est.,52.37
July 2020,Brazil,Corn,Est.,106.29
July 2020,Canada,Corn,Est.,15.360000000000001
July 2020,China,Corn,Est.,471.09
July 2020,Egypt,Corn,Est.,8.21
July 2020,European Union,Corn,Est.,74.43
July 2020,Japan,Corn,Est.,1.44
July 2020,Major Exporters,Corn,Est.,227.79
July 2020,Major Importers,Corn,Est.,149.68
July 2020,Mexico,Corn,Est.,30.09
July 2020,Russia,Corn,Est.,14.66
July 2020,South Africa,Corn,Est.,17.31
July 2020,South Korea,Corn,Est.,1.9100000000000001
July 2020,Southeast Asia,Corn,Est.,32.55
July 2020,Total Foreign,Corn,Est.,1031.35
July 2020,Ukraine,Corn,Est.,37.18
July 2020,United States,Corn,Est.,402.29999999999995
July 2020,World,Corn,Est.,1433.6599999999999
July 2020,World Less China,Corn,Est.,962.5699999999999
July 2020,Afr. Fr. Zone,Cotton,Est.,7.619999999999999
July 2020,Australia,Cotton,Est.,2.2
July 2020,Bangladesh,Cotton,Est.,1.92
July 2020,Brazil,Cotton,Est.,25.46
July 2020,Central Asia,Cotton,Est.,8.27
July 2020,China,Cotton,Est.,62.92
July 2020,European Union,Cotton,Est.,2.21
July 2020,India,Cotton,Est.,39.81
July 2020,Indonesia,Cotton,Est.,0.53
July 2020,Major Exporters,Cotton,Est.,88.15
July 2020,Major Importers,Cotton,Est.,85.38
July 2020,Mexico,Cotton,Est.,2.26
July 2020,Pakistan,Cotton,Est.,8.7
July 2020,S. Hemis.,Cotton,Est.,31.75
July 2020,Thailand,Cotton,Est.,0.18
July 2020,Total Foreign,Cotton,Est.,178.6
July 2020,Turkey,Cotton,Est.,5.09
July 2020,United States,Cotton,Est.,24.759999999999998
July 2020,Vietnam,Cotton,Est.,1.19
July 2020,World,Cotton,Est.,203.36
July 2020,World Less China,Cotton,Est.,140.44
July 2020,Brazil,Rice,Est.,7.76
July 2020,Burma,Rice,Est.,13.77
July 2020,C. Amer & Carib,Rice,Est.,2.16
July 2020,China,Rice,Est.,261.73
July 2020,Egypt,Rice,Est.,5.3
July 2020,European Union,Rice,Est.,3.16
July 2020,India,Rice,Est.,147.44
July 2020,Indonesia,Rice,Est.,37.56
July 2020,Japan,Rice,Est.,9.66
July 2020,Major Exporters,Rice,Est.,220.35000000000002
July 2020,Major Importers,Rice,Est.,366.36
July 2020,Mexico,Rice,Est.,0.31000000000000005
July 2020,Nigeria,Rice,Est.,6.26
July 2020,Pakistan,Rice,Est.,8.13
July 2020,Philippines,Rice,Est.,15.219999999999999
July 2020,Sel. Mideast,Rice,Est.,3.25
July 2020,South Korea,Rice,Est.,4.83
July 2020,Thailand,Rice,Est.,22.54
July 2020,Total Foreign,Rice,Est.,664.74
July 2020,United States,Rice,Est.,7.28
July 2020,Vietnam,Rice,Est.,28.470000000000002
July 2020,World,Rice,Est.,672.03
July 2020,World Less China,Rice,Est.,410.3
July 2020,Argentina,Soybean Meal,Est.,33.09
July 2020,Brazil,Soybean Meal,Est.,37.89
July 2020,European Union,Soybean Meal,Est.,12.96
July 2020,India,Soybean Meal,Est.,7.119999999999999
July 2020,Major Exporters,Soybean Meal,Est.,78.10000000000001
July 2020,Major Importers,Soybean Meal,Est.,23.830000000000002
July 2020,Mexico,Soybean Meal,Est.,5.050000000000001
July 2020,Southeast Asia,Soybean Meal,Est.,3.83
July 2020,Total Foreign,Soybean Meal,Est.,204.55999999999997
July 2020,United States,Soybean Meal,Est.,46.29
July 2020,World,Soybean Meal,Est.,250.85999999999999
July 2020,World Less China,Soybean Meal,Est.,180.76999999999998
July 2020,Argentina,Soybean Oil,Est.,8.3
July 2020,Brazil,Soybean Oil,Est.,8.83
July 2020,China,Soybean Oil,Est.,16.36
July 2020,European Union,Soybean Oil,Est.,3.29
July 2020,India,Soybean Oil,Est.,1.6400000000000001
July 2020,Major Exporters,Soybean Oil,Est.,21.15
July 2020,Major Importers,Soybean Oil,Est.,19.580000000000002
July 2020,North Africa,Soybean Oil,Est.,0.97
July 2020,Total Foreign,Soybean Oil,Est.,48.67
July 2020,United States,Soybean Oil,Est.,12.01
July 2020,World,Soybean Oil,Est.,60.68
July 2020,World Less China,Soybean Oil,Est.,44.32
July 2020,Argentina,"Oilseed, Soybean",Est.,78.89
July 2020,Brazil,"Oilseed, Soybean",Est.,158.42000000000002
July 2020,China,"Oilseed, Soybean",Est.,37.56
July 2020,European Union,"Oilseed, Soybean",Est.,4.24
July 2020,Major Exporters,"Oilseed, Soybean",Est.,249.74
July 2020,Major Importers,"Oilseed, Soybean",Est.,43.870000000000005
July 2020,Mexico,"Oilseed, Soybean",Est.,0.42
July 2020,Paraguay,"Oilseed, Soybean",Est.,10.43
July 2020,Southeast Asia,"Oilseed, Soybean",Est.,1.28
July 2020,Total Foreign,"Oilseed, Soybean",Est.,328.46000000000004
July 2020,United States,"Oilseed, Soybean",Est.,121.42
July 2020,World,"Oilseed, Soybean",Est.,449.88
July 2020,World Less China,"Oilseed, Soybean",Est.,412.32000000000005
July 2020,Argentina,Wheat,Est.,21.49
July 2020,Australia,Wheat,Est.,20.64
July 2020,Bangladesh,Wheat,Est.,2.46
July 2020,Brazil,Wheat,Est.,6.26
July 2020,Canada,Wheat,Est.,38.39
July 2020,China,Wheat,Est.,273.36
July 2020,European Union,Wheat,Est.,166.92
July 2020,India,Wheat,Est.,120.58999999999999
July 2020,Japan,Wheat,Est.,2.1500000000000004
July 2020,Kazakhstan,Wheat,Est.,13.129999999999999
July 2020,Major Exporters,Wheat,Est.,359.62
July 2020,Major Importers,Wheat,Est.,385.45
July 2020,N. Africa,Wheat,Est.,33.879999999999995
July 2020,Nigeria,Wheat,Est.,0.26
July 2020,Russia,Wheat,Est.,81.43
July 2020,Sel. Mideast,Wheat,Est.,34.07
July 2020,Southeast Asia,Wheat,Est.,5.44
July 2020,Total Foreign,Wheat,Est.,962.99
July 2020,Ukraine,Wheat,Est.,30.76
July 2020,United States,Wheat,Est.,81.65
July 2020,World,Wheat,Est.,1044.63
July 2020,World Less China,Wheat,Est.,771.28
August 2020,Argentina,Coarse Grain,Est.,60.36
August 2020,Australia,Coarse Grain,Est.,12.87
August 2020,Brazil,Coarse Grain,Est.,110.22
August 2020,Canada,Coarse Grain,Est.,31.85
August 2020,China,Coarse Grain,Est.,478.78999999999996
August 2020,European Union,Coarse Grain,Est.,174.77
August 2020,Japan,Coarse Grain,Est.,2.06
August 2020,Major Exporters,Coarse Grain,Est.,324.14
August 2020,Major Importers,Coarse Grain,Est.,291.78
August 2020,Mexico,Coarse Grain,Est.,36.12
August 2020,N. Afr & Mideast,Coarse Grain,Est.,40.79
August 2020,Russia,Coarse Grain,Est.,41.72
August 2020,Saudi Arabia,Coarse Grain,Est.,2.24
August 2020,South Korea,Coarse Grain,Est.,2.0500000000000003
August 2020,Southeast Asia,Coarse Grain,Est.,32.71
August 2020,Total Foreign,Coarse Grain,Est.,1333.27
August 2020,Ukraine,Coarse Grain,Est.,49.0
August 2020,United States,Coarse Grain,Est.,419.77
August 2020,World,Coarse Grain,Est.,1753.04
August 2020,World Less China,Coarse Grain,Est.,1274.24
August 2020,Argentina,Corn,Est.,52.37
August 2020,Brazil,Corn,Est.,106.29
August 2020,Canada,Corn,Est.,15.360000000000001
August 2020,China,Corn,Est.,471.09
August 2020,Egypt,Corn,Est.,8.21
August 2020,European Union,Corn,Est.,74.43
August 2020,Japan,Corn,Est.,1.44
August 2020,Major Exporters,Corn,Est.,227.79
August 2020,Major Importers,Corn,Est.,149.78
August 2020,Mexico,Corn,Est.,30.09
August 2020,Russia,Corn,Est.,14.66
August 2020,South Africa,Corn,Est.,17.31
August 2020,South Korea,Corn,Est.,1.9100000000000001
August 2020,Southeast Asia,Corn,Est.,32.65
August 2020,Total Foreign,Corn,Est.,1030.18
August 2020,Ukraine,Corn,Est.,37.18
August 2020,United States,Corn,Est.,402.29999999999995
August 2020,World,Corn,Est.,1432.49
August 2020,World Less China,Corn,Est.,961.4
August 2020,Afr. Fr. Zone,Cotton,Est.,7.32
August 2020,Australia,Cotton,Est.,2.2
August 2020,Bangladesh,Cotton,Est.,1.92
August 2020,Brazil,Cotton,Est.,25.66
August 2020,Central Asia,Cotton,Est.,8.25
August 2020,China,Cotton,Est.,62.92
August 2020,European Union,Cotton,Est.,2.21
August 2020,India,Cotton,Est.,39.81
August 2020,Indonesia,Cotton,Est.,0.53
August 2020,Major Exporters,Cotton,Est.,88.03
August 2020,Major Importers,Cotton,Est.,85.38
August 2020,Mexico,Cotton,Est.,2.26
August 2020,Pakistan,Cotton,Est.,8.7
August 2020,S. Hemis.,Cotton,Est.,31.95
August 2020,Thailand,Cotton,Est.,0.18
August 2020,Total Foreign,Cotton,Est.,178.45999999999998
August 2020,Turkey,Cotton,Est.,5.09
August 2020,United States,Cotton,Est.,24.759999999999998
August 2020,Vietnam,Cotton,Est.,1.19
August 2020,World,Cotton,Est.,203.22
August 2020,World Less China,Cotton,Est.,140.3
August 2020,Brazil,Rice,Est.,7.81
August 2020,Burma,Rice,Est.,13.77
August 2020,C. Amer & Carib,Rice,Est.,2.13
August 2020,China,Rice,Est.,261.73
August 2020,Egypt,Rice,Est.,5.25
August 2020,European Union,Rice,Est.,3.16
August 2020,India,Rice,Est.,147.44
August 2020,Indonesia,Rice,Est.,38.06
August 2020,Japan,Rice,Est.,9.66
August 2020,Major Exporters,Rice,Est.,220.13
August 2020,Major Importers,Rice,Est.,367.07
August 2020,Mexico,Rice,Est.,0.31000000000000005
August 2020,Nigeria,Rice,Est.,6.26
August 2020,Pakistan,Rice,Est.,8.13
August 2020,Philippines,Rice,Est.,15.43
August 2020,Sel. Mideast,Rice,Est.,3.25
August 2020,South Korea,Rice,Est.,4.83
August 2020,Thailand,Rice,Est.,22.54
August 2020,Total Foreign,Rice,Est.,665.25
August 2020,United States,Rice,Est.,7.28
August 2020,Vietnam,Rice,Est.,28.25
August 2020,World,Rice,Est.,672.53
August 2020,World Less China,Rice,Est.,410.8
August 2020,Argentina,Soybean Meal,Est.,32.89
August 2020,Brazil,Soybean Meal,Est.,37.89
August 2020,European Union,Soybean Meal,Est.,13.120000000000001
August 2020,India,Soybean Meal,Est.,7.199999999999999
August 2020,Major Exporters,Soybean Meal,Est.,77.98
August 2020,Major Importers,Soybean Meal,Est.,24.36
August 2020,Mexico,Soybean Meal,Est.,5.050000000000001
August 2020,Southeast Asia,Soybean Meal,Est.,4.21
August 2020,Total Foreign,Soybean Meal,Est.,207.42000000000002
August 2020,United States,Soybean Meal,Est.,46.57
August 2020,World,Soybean Meal,Est.,253.99
August 2020,World Less China,Soybean Meal,Est.,182.32000000000002
August 2020,Argentina,Soybean Oil,Est.,8.26
August 2020,Brazil,Soybean Oil,Est.,8.83
August 2020,China,Soybean Oil,Est.,16.72
August 2020,European Union,Soybean Oil,Est.,3.33
August 2020,India,Soybean Oil,Est.,1.65
August 2020,Major Exporters,Soybean Oil,Est.,21.15
August 2020,Major Importers,Soybean Oil,Est.,20.09
August 2020,North Africa,Soybean Oil,Est.,1.1
August 2020,Total Foreign,Soybean Oil,Est.,49.34
August 2020,United States,Soybean Oil,Est.,12.06
August 2020,World,Soybean Oil,Est.,61.39
August 2020,World Less China,Soybean Oil,Est.,44.68
August 2020,Argentina,"Oilseed, Soybean",Est.,78.59
August 2020,Brazil,"Oilseed, Soybean",Est.,158.75
August 2020,China,"Oilseed, Soybean",Est.,37.56
August 2020,European Union,"Oilseed, Soybean",Est.,4.24
August 2020,Major Exporters,"Oilseed, Soybean",Est.,249.56
August 2020,Major Importers,"Oilseed, Soybean",Est.,43.870000000000005
August 2020,Mexico,"Oilseed, Soybean",Est.,0.42
August 2020,Paraguay,"Oilseed, Soybean",Est.,10.22
August 2020,Southeast Asia,"Oilseed, Soybean",Est.,1.28
August 2020,Total Foreign,"Oilseed, Soybean",Est.,328.72
August 2020,United States,"Oilseed, Soybean",Est.,121.42
August 2020,World,"Oilseed, Soybean",Est.,450.14
August 2020,World Less China,"Oilseed, Soybean",Est.,412.58000000000004
August 2020,Argentina,Wheat,Est.,21.49
August 2020,Australia,Wheat,Est.,20.64
August 2020,Bangladesh,Wheat,Est.,2.46
August 2020,Brazil,Wheat,Est.,6.26
August 2020,Canada,Wheat,Est.,38.39
August 2020,China,Wheat,Est.,273.36
August 2020,European Union,Wheat,Est.,170.96
August 2020,India,Wheat,Est.,120.58999999999999
August 2020,Japan,Wheat,Est.,2.1500000000000004
August 2020,Kazakhstan,Wheat,Est.,13.129999999999999
August 2020,Major Exporters,Wheat,Est.,363.62
August 2020,Major Importers,Wheat,Est.,384.47
August 2020,N. Africa,Wheat,Est.,33.879999999999995
August 2020,Nigeria,Wheat,Est.,0.26
August 2020,Russia,Wheat,Est.,81.39
August 2020,Sel. Mideast,Wheat,Est.,34.09
August 2020,Southeast Asia,Wheat,Est.,5.44
August 2020,Total Foreign,Wheat,Est.,966.4200000000001
August 2020,Ukraine,Wheat,Est.,30.76
August 2020,United States,Wheat,Est.,81.65
August 2020,World,Wheat,Est.,1048.05
August 2020,World Less China,Wheat,Est.,774.7
September 2020,Argentina,Coarse Grain,Est.,60.36
September 2020,Australia,Coarse Grain,Est.,12.87
September 2020,Brazil,Coarse Grain,Est.,111.22
September 2020,Canada,Coarse Grain,Est.,31.92
September 2020,China,Coarse Grain,Est.,478.78999999999996
September 2020,European Union,Coarse Grain,Est.,174.77
September 2020,Japan,Coarse Grain,Est.,2.06
September 2020,Major Exporters,Coarse Grain,Est.,325.21000000000004
September 2020,Major Importers,Coarse Grain,Est.,291.87
September 2020,Mexico,Coarse Grain,Est.,36.12
September 2020,N. Afr & Mideast,Coarse Grain,Est.,40.79
September 2020,Russia,Coarse Grain,Est.,41.72
September 2020,Saudi Arabia,Coarse Grain,Est.,2.24
September 2020,South Korea,Coarse Grain,Est.,2.0500000000000003
September 2020,Southeast Asia,Coarse Grain,Est.,32.79
September 2020,Total Foreign,Coarse Grain,Est.,1334.49
September 2020,Ukraine,Coarse Grain,Est.,49.0
September 2020,United States,Coarse Grain,Est.,419.77
September 2020,World,Coarse Grain,Est.,1754.27
September 2020,World Less China,Coarse Grain,Est.,1275.48
September 2020,Argentina,Corn,Est.,52.37
September 2020,Brazil,Corn,Est.,107.29
September 2020,Canada,Corn,Est.,15.38
September 2020,China,Corn,Est.,471.09
September 2020,Egypt,Corn,Est.,8.21
September 2020,European Union,Corn,Est.,74.43
September 2020,Japan,Corn,Est.,1.44
September 2020,Major Exporters,Corn,Est.,228.79
September 2020,Major Importers,Corn,Est.,149.87
September 2020,Mexico,Corn,Est.,30.09
September 2020,Russia,Corn,Est.,14.66
September 2020,South Africa,Corn,Est.,17.31
September 2020,South Korea,Corn,Est.,1.9100000000000001
September 2020,Southeast Asia,Corn,Est.,32.73
September 2020,Total Foreign,Corn,Est.,1031.0700000000002
September 2020,Ukraine,Corn,Est.,37.18
September 2020,United States,Corn,Est.,402.29999999999995
September 2020,World,Corn,Est.,1433.3799999999999
September 2020,World Less China,Corn,Est.,962.2900000000001
September 2020,Afr. Fr. Zone,Cotton,Est.,7.32
September 2020,Australia,Cotton,Est.,2.2
September 2020,Bangladesh,Cotton,Est.,1.92
September 2020,Brazil,Cotton,Est.,25.66
September 2020,Central Asia,Cotton,Est.,8.24
September 2020,China,Cotton,Est.,62.92
September 2020,European Union,Cotton,Est.,2.21
September 2020,India,Cotton,Est.,38.81
September 2020,Indonesia,Cotton,Est.,0.53
September 2020,Major Exporters,Cotton,Est.,87.02
September 2020,Major Importers,Cotton,Est.,85.41999999999999
September 2020,Mexico,Cotton,Est.,2.26
September 2020,Pakistan,Cotton,Est.,8.7
September 2020,S. Hemis.,Cotton,Est.,31.95
September 2020,Thailand,Cotton,Est.,0.18
September 2020,Total Foreign,Cotton,Est.,177.49
September 2020,Turkey,Cotton,Est.,5.09
September 2020,United States,Cotton,Est.,24.759999999999998
September 2020,Vietnam,Cotton,Est.,1.23
September 2020,World,Cotton,Est.,202.25
September 2020,World Less China,Cotton,Est.,139.33
September 2020,Brazil,Rice,Est.,7.81
September 2020,Burma,Rice,Est.,13.77
September 2020,C. Amer & Carib,Rice,Est.,2.13
September 2020,China,Rice,Est.,261.73
September 2020,Egypt,Rice,Est.,5.25
September 2020,European Union,Rice,Est.,3.17
September 2020,India,Rice,Est.,147.93
September 2020,Indonesia,Rice,Est.,38.06
September 2020,Japan,Rice,Est.,9.66
September 2020,Major Exporters,Rice,Est.,220.26999999999998
September 2020,Major Importers,Rice,Est.,367.1
September 2020,Mexico,Rice,Est.,0.31000000000000005
September 2020,Nigeria,Rice,Est.,6.26
September 2020,Pakistan,Rice,Est.,8.13
September 2020,Philippines,Rice,Est.,15.45
September 2020,Sel. Mideast,Rice,Est.,3.25
September 2020,South Korea,Rice,Est.,4.83
September 2020,Thailand,Rice,Est.,22.2
September 2020,Total Foreign,Rice,Est.,665.53
September 2020,United States,Rice,Est.,7.28
September 2020,Vietnam,Rice,Est.,28.25
September 2020,World,Rice,Est.,672.81
September 2020,World Less China,Rice,Est.,411.08
September 2020,Argentina,Soybean Meal,Est.,32.14
September 2020,Brazil,Soybean Meal,Est.,37.89
September 2020,European Union,Soybean Meal,Est.,13.120000000000001
September 2020,India,Soybean Meal,Est.,7.199999999999999
September 2020,Major Exporters,Soybean Meal,Est.,77.23
September 2020,Major Importers,Soybean Meal,Est.,24.36
September 2020,Mexico,Soybean Meal,Est.,5.050000000000001
September 2020,Southeast Asia,Soybean Meal,Est.,4.21
September 2020,Total Foreign,Soybean Meal,Est.,206.78
September 2020,United States,Soybean Meal,Est.,46.73
September 2020,World,Soybean Meal,Est.,253.5
September 2020,World Less China,Soybean Meal,Est.,181.83
September 2020,Argentina,Soybean Oil,Est.,7.97
September 2020,Brazil,Soybean Oil,Est.,8.83
September 2020,China,Soybean Oil,Est.,16.72
September 2020,European Union,Soybean Oil,Est.,3.33
September 2020,India,Soybean Oil,Est.,1.65
September 2020,Major Exporters,Soybean Oil,Est.,20.86
September 2020,Major Importers,Soybean Oil,Est.,20.09
September 2020,North Africa,Soybean Oil,Est.,1.1
September 2020,Total Foreign,Soybean Oil,Est.,49.160000000000004
September 2020,United States,Soybean Oil,Est.,12.13
September 2020,World,Soybean Oil,Est.,61.28
September 2020,World Less China,Soybean Oil,Est.,44.56
September 2020,Argentina,"Oilseed, Soybean",Est.,78.59
September 2020,Brazil,"Oilseed, Soybean",Est.,158.77
September 2020,China,"Oilseed, Soybean",Est.,37.56
September 2020,European Union,"Oilseed, Soybean",Est.,4.23
September 2020,Major Exporters,"Oilseed, Soybean",Est.,249.57
September 2020,Major Importers,"Oilseed, Soybean",Est.,43.86
September 2020,Mexico,"Oilseed, Soybean",Est.,0.42
September 2020,Paraguay,"Oilseed, Soybean",Est.,10.22
September 2020,Southeast Asia,"Oilseed, Soybean",Est.,1.28
September 2020,Total Foreign,"Oilseed, Soybean",Est.,328.98
September 2020,United States,"Oilseed, Soybean",Est.,121.42
September 2020,World,"Oilseed, Soybean",Est.,450.4
September 2020,World Less China,"Oilseed, Soybean",Est.,412.84
September 2020,Argentina,Wheat,Est.,21.49
September 2020,Australia,Wheat,Est.,20.64
September 2020,Bangladesh,Wheat,Est.,2.46
September 2020,Brazil,Wheat,Est.,6.26
September 2020,Canada,Wheat,Est.,38.24
September 2020,China,Wheat,Est.,273.36
September 2020,European Union,Wheat,Est.,170.96
September 2020,India,Wheat,Est.,120.58999999999999
September 2020,Japan,Wheat,Est.,2.1500000000000004
September 2020,Kazakhstan,Wheat,Est.,13.129999999999999
September 2020,Major Exporters,Wheat,Est.,363.46999999999997
September 2020,Major Importers,Wheat,Est.,384.52
September 2020,N. Africa,Wheat,Est.,33.93
September 2020,Nigeria,Wheat,Est.,0.26
September 2020,Russia,Wheat,Est.,81.39
September 2020,Sel. Mideast,Wheat,Est.,34.09
September 2020,Southeast Asia,Wheat,Est.,5.44
September 2020,Total Foreign,Wheat,Est.,966.37
September 2020,Ukraine,Wheat,Est.,30.76
September 2020,United States,Wheat,Est.,81.65
September 2020,World,Wheat,Est.,1048.02
September 2020,World Less China,Wheat,Est.,774.6600000000001
October 2020,Argentina,Coarse Grain,Est.,61.74
October 2020,Australia,Coarse Grain,Est.,12.87
October 2020,Brazil,Coarse Grain,Est.,111.22
October 2020,Canada,Coarse Grain,Est.,31.92
October 2020,China,Coarse Grain,Est.,478.6
October 2020,European Union,Coarse Grain,Est.,174.77
October 2020,Japan,Coarse Grain,Est.,1.97
