ReportDate,Region,Commodity,ProjEstFlag,total_supply
May 2018,Total Foreign,Wheat,Proj.,939.5300000000001
May 2018,Ukraine,Wheat,Proj.,28.2
May 2018,United States,Wheat,Proj.,78.7
May 2018,World,Wheat,Proj.,1018.22
June 2018,Argentina,Coarse Grain,Proj.,53.46
June 2018,Australia,Coarse Grain,Proj.,15.12
June 2018,Brazil,Coarse Grain,Proj.,107.82
June 2018,Canada,Coarse Grain,Proj.,31.91
June 2018,China,Coarse Grain,Proj.,313.19
June 2018,European Union,Coarse Grain,Proj.,169.86
June 2018,FSU-12,Coarse Grain,Proj.,98.64999999999999
June 2018,Japan,Coarse Grain,Proj.,1.8199999999999998
June 2018,Major Exporters,Coarse Grain,Proj.,225.91
June 2018,Major Importers,Coarse Grain,Proj.,282.98
June 2018,Mexico,Coarse Grain,Proj.,37.24
June 2018,N. Afr & Mideast,Coarse Grain,Proj.,37.35
June 2018,Russia,Coarse Grain,Proj.,42.75
June 2018,Saudi Arabia,Coarse Grain,Proj.,2.16
June 2018,South Korea,Coarse Grain,Proj.,2.02
June 2018,Southeast Asia,Coarse Grain,Proj.,31.880000000000003
June 2018,Total Foreign,Coarse Grain,Proj.,1132.1799999999998
June 2018,Ukraine,Coarse Grain,Proj.,40.94
June 2018,United States,Coarse Grain,Proj.,425.74
June 2018,World,Coarse Grain,Proj.,1557.9099999999999
June 2018,Argentina,Corn,Proj.,44.48
June 2018,Brazil,Corn,Proj.,104.52
June 2018,Canada,Corn,Proj.,17.67
June 2018,China,Corn,Proj.,304.55
June 2018,Egypt,Corn,Proj.,8.18
June 2018,European Union,Corn,Proj.,69.13
June 2018,FSU-12,Corn,Proj.,52.25
June 2018,Japan,Corn,Proj.,1.32
June 2018,Major Exporters,Corn,Proj.,165.8
June 2018,Major Importers,Corn,Proj.,143.82
June 2018,Mexico,Corn,Proj.,30.82
June 2018,South Africa,Corn,Proj.,16.8
June 2018,South Korea,Corn,Proj.,1.8900000000000001
June 2018,Southeast Asia,Corn,Proj.,31.82
June 2018,Total Foreign,Corn,Proj.,835.0799999999999
June 2018,Ukraine,Corn,Proj.,31.39
June 2018,United States,Corn,Proj.,410.03
June 2018,World,Corn,Proj.,1245.1100000000001
June 2018,Afr. Fr. Zone,Cotton,Proj.,7.93
June 2018,Australia,Cotton,Proj.,6.96
June 2018,Bangladesh,Cotton,Proj.,2.0
June 2018,Brazil,Cotton,Proj.,17.28
June 2018,Central Asia,Cotton,Proj.,9.23
June 2018,China,Cotton,Proj.,67.67
June 2018,European Union,Cotton,Proj.,1.94
June 2018,India,Cotton,Proj.,40.980000000000004
June 2018,Indonesia,Cotton,Proj.,0.62
June 2018,Major Exporters,Cotton,Proj.,85.98
June 2018,Major Importers,Cotton,Proj.,93.98
June 2018,Mexico,Cotton,Proj.,2.4000000000000004
June 2018,Pakistan,Cotton,Proj.,11.28
June 2018,S. Hemis,Cotton,Proj.,27.060000000000002
June 2018,Thailand,Cotton,Proj.,0.18
June 2018,Total Foreign,Cotton,Proj.,184.91000000000003
June 2018,Turkey,Cotton,Proj.,6.33
June 2018,United States,Cotton,Proj.,23.7
June 2018,Vietnam,Cotton,Proj.,1.19
June 2018,World,Cotton,Proj.,208.61
June 2018,Brazil,Rice,Proj.,8.469999999999999
June 2018,Burma,Rice,Proj.,13.76
June 2018,C. Amer & Carib,Rice,Proj.,2.33
June 2018,China,Rice,Proj.,236.19
June 2018,Egypt,Rice,Proj.,4.63
June 2018,European Union,Rice,Proj.,3.17
June 2018,India,Rice,Proj.,129.2
June 2018,Indonesia,Rice,Proj.,41.209999999999994
June 2018,Japan,Rice,Proj.,9.86
June 2018,Major Exporters,Rice,Proj.,192.28
June 2018,Major Importers,Rice,Proj.,76.72
June 2018,Mexico,Rice,Proj.,0.37
June 2018,Nigeria,Rice,Proj.,4.72
June 2018,Pakistan,Rice,Proj.,8.870000000000001
June 2018,Philippines,Rice,Proj.,14.85
June 2018,Sel. Mideast,Rice,Proj.,2.58
June 2018,South Korea,Rice,Proj.,5.08
June 2018,Thailand,Rice,Proj.,24.39
June 2018,Total Foreign,Rice,Proj.,623.5999999999999
June 2018,United States,Rice,Proj.,7.63
June 2018,Vietnam,Rice,Proj.,29.83
June 2018,World,Rice,Proj.,631.24
June 2018,Argentina,Soybean Meal,Proj.,36.449999999999996
June 2018,Brazil,Soybean Meal,Proj.,37.599999999999994
June 2018,European Union,Soybean Meal,Proj.,12.139999999999999
June 2018,India,Soybean Meal,Proj.,7.430000000000001
June 2018,Major Exporters,Soybean Meal,Proj.,81.47999999999999
June 2018,Major Importers,Soybean Meal,Proj.,18.36
June 2018,Southeast Asia,Soybean Meal,Proj.,4.42
June 2018,Total Foreign,Soybean Meal,Proj.,215.11
June 2018,United States,Soybean Meal,Proj.,43.32
June 2018,World,Soybean Meal,Proj.,258.43
June 2018,Argentina,Soybean Oil,Proj.,8.709999999999999
June 2018,Brazil,Soybean Oil,Proj.,8.489999999999998
June 2018,China,Soybean Oil,Proj.,18.82
June 2018,European Union,Soybean Oil,Proj.,3.08
June 2018,India,Soybean Oil,Proj.,1.89
June 2018,Major Exporters,Soybean Oil,Proj.,20.279999999999998
June 2018,Major Importers,Soybean Oil,Proj.,21.520000000000003
June 2018,North Africa,Soybean Oil,Proj.,0.82
June 2018,Total Foreign,Soybean Oil,Proj.,50.28
June 2018,United States,Soybean Oil,Proj.,11.47
June 2018,World,Soybean Oil,Proj.,61.75
June 2018,Argentina,"Oilseed, Soybean",Proj.,84.15
June 2018,Brazil,"Oilseed, Soybean",Proj.,142.5
June 2018,China,"Oilseed, Soybean",Proj.,34.74
June 2018,European Union,"Oilseed, Soybean",Proj.,3.8200000000000003
June 2018,Japan,"Oilseed, Soybean",Proj.,0.47
June 2018,Major Exporters,"Oilseed, Soybean",Proj.,239.78
June 2018,Major Importers,"Oilseed, Soybean",Proj.,41.129999999999995
June 2018,Mexico,"Oilseed, Soybean",Proj.,0.58
June 2018,Paraguay,"Oilseed, Soybean",Proj.,10.08
June 2018,Total Foreign,"Oilseed, Soybean",Proj.,317.5
June 2018,United States,"Oilseed, Soybean",Proj.,130.23000000000002
June 2018,World,"Oilseed, Soybean",Proj.,447.73
June 2018,Argentina,Wheat,Proj.,19.75
June 2018,Australia,Wheat,Proj.,29.1
June 2018,Brazil,Wheat,Proj.,6.220000000000001
June 2018,Canada,Wheat,Proj.,37.91
June 2018,China,Wheat,Proj.,255.82
June 2018,European Union,Wheat,Proj.,162.47
June 2018,FSU-12,Wheat,Proj.,143.94
June 2018,India,Wheat,Proj.,110.2
June 2018,Kazakhstan,Wheat,Proj.,16.83
June 2018,Major Exporters,Wheat,Proj.,249.23000000000002
June 2018,Major Importers,Wheat,Proj.,370.70000000000005
June 2018,N. Africa,Wheat,Proj.,35.260000000000005
June 2018,Pakistan,Wheat,Proj.,30.33
June 2018,Russia,Wheat,Proj.,79.22
June 2018,Sel. Mideast,Wheat,Proj.,31.4
June 2018,Southeast Asia,Wheat,Proj.,5.85
June 2018,Total Foreign,Wheat,Proj.,937.9200000000001
June 2018,Ukraine,Wheat,Proj.,28.2
June 2018,United States,Wheat,Proj.,79.14
June 2018,World,Wheat,Proj.,1017.0600000000001
July 2018,Argentina,Coarse Grain,Proj.,53.47
July 2018,Australia,Coarse Grain,Proj.,14.01
July 2018,Brazil,Coarse Grain,Proj.,108.32
July 2018,Canada,Coarse Grain,Proj.,32.06
July 2018,China,Coarse Grain,Proj.,313.19
July 2018,European Union,Coarse Grain,Proj.,169.63
July 2018,FSU-12,Coarse Grain,Proj.,94.14999999999999
July 2018,Japan,Coarse Grain,Proj.,1.8199999999999998
July 2018,Major Exporters,Coarse Grain,Proj.,225.56
July 2018,Major Importers,Coarse Grain,Proj.,283.03
July 2018,Mexico,Coarse Grain,Proj.,37.24
July 2018,N. Afr & Mideast,Coarse Grain,Proj.,37.51
July 2018,Russia,Coarse Grain,Proj.,38.25
July 2018,Saudi Arabia,Coarse Grain,Proj.,2.16
July 2018,South Korea,Coarse Grain,Proj.,2.12
July 2018,Southeast Asia,Coarse Grain,Proj.,31.9
July 2018,Total Foreign,Coarse Grain,Proj.,1127.78
July 2018,Ukraine,Coarse Grain,Proj.,40.94
July 2018,United States,Coarse Grain,Proj.,430.13
July 2018,World,Coarse Grain,Proj.,1557.92
July 2018,Argentina,Corn,Proj.,44.49
July 2018,Brazil,Corn,Proj.,105.02
July 2018,Canada,Corn,Proj.,17.37
July 2018,China,Corn,Proj.,304.55
July 2018,Egypt,Corn,Proj.,8.18
July 2018,European Union,Corn,Proj.,69.0
July 2018,FSU-12,Corn,Proj.,49.25
July 2018,Japan,Corn,Proj.,1.32
July 2018,Major Exporters,Corn,Proj.,166.41
July 2018,Major Importers,Corn,Proj.,143.81
July 2018,Mexico,Corn,Proj.,30.82
July 2018,South Africa,Corn,Proj.,16.9
July 2018,South Korea,Corn,Proj.,1.99
July 2018,Southeast Asia,Corn,Proj.,31.84
July 2018,Total Foreign,Corn,Proj.,833.08
July 2018,Ukraine,Corn,Proj.,31.39
July 2018,United States,Corn,Proj.,412.96
July 2018,World,Corn,Proj.,1246.03
July 2018,Afr. Fr. Zone,Cotton,Proj.,7.93
July 2018,Australia,Cotton,Proj.,6.76
July 2018,Bangladesh,Cotton,Proj.,2.0
July 2018,Brazil,Cotton,Proj.,18.130000000000003
July 2018,Central Asia,Cotton,Proj.,9.3
July 2018,China,Cotton,Proj.,64.19
July 2018,European Union,Cotton,Proj.,1.81
July 2018,India,Cotton,Proj.,41.33
July 2018,Indonesia,Cotton,Proj.,0.62
July 2018,Major Exporters,Cotton,Proj.,87.05
July 2018,Major Importers,Cotton,Proj.,90.58
July 2018,Mexico,Cotton,Proj.,2.5
July 2018,Pakistan,Cotton,Proj.,11.379999999999999
July 2018,S. Hemis,Cotton,Proj.,27.71
July 2018,Thailand,Cotton,Proj.,0.18
July 2018,Total Foreign,Cotton,Proj.,182.57
July 2018,Turkey,Cotton,Proj.,6.33
July 2018,United States,Cotton,Proj.,22.5
July 2018,Vietnam,Cotton,Proj.,1.19
July 2018,World,Cotton,Proj.,205.07
July 2018,Brazil,Rice,Proj.,8.469999999999999
July 2018,Burma,Rice,Proj.,13.76
July 2018,C. Amer & Carib,Rice,Proj.,2.33
July 2018,China,Rice,Proj.,236.19
July 2018,Egypt,Rice,Proj.,4.63
July 2018,European Union,Rice,Proj.,3.17
July 2018,India,Rice,Proj.,129.4
July 2018,Indonesia,Rice,Proj.,41.209999999999994
July 2018,Japan,Rice,Proj.,9.86
July 2018,Major Exporters,Rice,Proj.,192.94
July 2018,Major Importers,Rice,Proj.,76.72
July 2018,Mexico,Rice,Proj.,0.37
July 2018,Nigeria,Rice,Proj.,4.72
July 2018,Pakistan,Rice,Proj.,8.870000000000001
July 2018,Philippines,Rice,Proj.,14.85
July 2018,Sel. Mideast,Rice,Proj.,2.58
July 2018,South Korea,Rice,Proj.,4.96
July 2018,Thailand,Rice,Proj.,24.39
July 2018,Total Foreign,Rice,Proj.,623.88
July 2018,United States,Rice,Proj.,7.79
July 2018,Vietnam,Rice,Proj.,30.28
July 2018,World,Rice,Proj.,631.6600000000001
July 2018,Argentina,Soybean Meal,Proj.,35.839999999999996
July 2018,Brazil,Soybean Meal,Proj.,37.050000000000004
July 2018,European Union,Soybean Meal,Proj.,12.790000000000001
July 2018,India,Soybean Meal,Proj.,7.32
July 2018,Major Exporters,Soybean Meal,Proj.,80.21
July 2018,Major Importers,Soybean Meal,Proj.,19.09
July 2018,Southeast Asia,Soybean Meal,Proj.,4.47
July 2018,Total Foreign,Soybean Meal,Proj.,210.87
July 2018,United States,Soybean Meal,Proj.,44.31
July 2018,World,Soybean Meal,Proj.,255.18
July 2018,Argentina,Soybean Oil,Proj.,8.559999999999999
July 2018,Brazil,Soybean Oil,Proj.,8.45
July 2018,China,Soybean Oil,Proj.,17.759999999999998
July 2018,European Union,Soybean Oil,Proj.,3.23
July 2018,India,Soybean Oil,Proj.,1.87
July 2018,Major Exporters,Soybean Oil,Proj.,20.23
July 2018,Major Importers,Soybean Oil,Proj.,20.44
July 2018,North Africa,Soybean Oil,Proj.,0.8099999999999999
July 2018,Total Foreign,Soybean Oil,Proj.,49.36
July 2018,United States,Soybean Oil,Proj.,11.760000000000002
July 2018,World,Soybean Oil,Proj.,61.12
July 2018,Argentina,"Oilseed, Soybean",Proj.,86.35
July 2018,Brazil,"Oilseed, Soybean",Proj.,145.5
July 2018,China,"Oilseed, Soybean",Proj.,37.94
July 2018,European Union,"Oilseed, Soybean",Proj.,3.8200000000000003
July 2018,Japan,"Oilseed, Soybean",Proj.,0.47
July 2018,Major Exporters,"Oilseed, Soybean",Proj.,244.98000000000002
July 2018,Major Importers,"Oilseed, Soybean",Proj.,44.400000000000006
July 2018,Mexico,"Oilseed, Soybean",Proj.,0.65
July 2018,Paraguay,"Oilseed, Soybean",Proj.,10.08
July 2018,Total Foreign,"Oilseed, Soybean",Proj.,325.57
July 2018,United States,"Oilseed, Soybean",Proj.,129.94
July 2018,World,"Oilseed, Soybean",Proj.,455.51
July 2018,Argentina,Wheat,Proj.,20.2
July 2018,Australia,Wheat,Proj.,26.9
July 2018,Brazil,Wheat,Proj.,6.17
July 2018,Canada,Wheat,Proj.,38.11
July 2018,China,Wheat,Proj.,254.82
July 2018,European Union,Wheat,Proj.,159.39
July 2018,FSU-12,Wheat,Proj.,140.62
July 2018,India,Wheat,Proj.,110.2
July 2018,Kazakhstan,Wheat,Proj.,16.83
July 2018,Major Exporters,Wheat,Proj.,244.59
July 2018,Major Importers,Wheat,Proj.,369.51
July 2018,N. Africa,Wheat,Proj.,35.5
July 2018,Pakistan,Wheat,Proj.,30.33
July 2018,Russia,Wheat,Proj.,77.22
July 2018,Sel. Mideast,Wheat,Proj.,31.53
July 2018,Southeast Asia,Wheat,Proj.,5.29
July 2018,Total Foreign,Wheat,Proj.,928.5999999999999
July 2018,Ukraine,Wheat,Proj.,26.9
July 2018,United States,Wheat,Proj.,81.16
July 2018,World,Wheat,Proj.,1009.76
August 2018,Argentina,Coarse Grain,Proj.,53.47
August 2018,Australia,Coarse Grain,Proj.,14.01
August 2018,Brazil,Coarse Grain,Proj.,108.35
August 2018,Canada,Coarse Grain,Proj.,31.84
August 2018,China,Coarse Grain,Proj.,312.99
August 2018,European Union,Coarse Grain,Proj.,166.22
August 2018,FSU-12,Coarse Grain,Proj.,95.54
August 2018,Japan,Coarse Grain,Proj.,1.8299999999999998
August 2018,Major Exporters,Coarse Grain,Proj.,224.88
August 2018,Major Importers,Coarse Grain,Proj.,279.33000000000004
August 2018,Mexico,Coarse Grain,Proj.,37.25
August 2018,N. Afr & Mideast,Coarse Grain,Proj.,37.46
August 2018,Russia,Coarse Grain,Proj.,37.58
August 2018,Saudi Arabia,Coarse Grain,Proj.,2.16
August 2018,South Korea,Coarse Grain,Proj.,2.12
August 2018,Southeast Asia,Coarse Grain,Proj.,31.61
August 2018,Total Foreign,Coarse Grain,Proj.,1124.88
August 2018,Ukraine,Coarse Grain,Proj.,42.800000000000004
August 2018,United States,Coarse Grain,Proj.,439.97
August 2018,World,Coarse Grain,Proj.,1564.8300000000002
August 2018,Argentina,Corn,Proj.,44.49
August 2018,Brazil,Corn,Proj.,105.02
August 2018,Canada,Corn,Proj.,17.17
August 2018,China,Corn,Proj.,304.55
August 2018,Egypt,Corn,Proj.,8.18
August 2018,European Union,Corn,Proj.,68.00999999999999
August 2018,FSU-12,Corn,Proj.,50.28
August 2018,Japan,Corn,Proj.,1.32
August 2018,Major Exporters,Corn,Proj.,165.9
August 2018,Major Importers,Corn,Proj.,142.54
August 2018,Mexico,Corn,Proj.,30.82
August 2018,South Africa,Corn,Proj.,16.4
August 2018,South Korea,Corn,Proj.,1.99
August 2018,Southeast Asia,Corn,Proj.,31.55
August 2018,Total Foreign,Corn,Proj.,832.37
August 2018,Ukraine,Corn,Proj.,32.39
August 2018,United States,Corn,Proj.,422.01
August 2018,World,Corn,Proj.,1254.3799999999999
August 2018,Afr. Fr. Zone,Cotton,Proj.,7.5
August 2018,Australia,Cotton,Proj.,6.41
August 2018,Bangladesh,Cotton,Proj.,2.0
August 2018,Brazil,Cotton,Proj.,18.130000000000003
August 2018,Central Asia,Cotton,Proj.,8.67
August 2018,China,Cotton,Proj.,64.28999999999999
August 2018,European Union,Cotton,Proj.,1.81
August 2018,India,Cotton,Proj.,41.129999999999995
August 2018,Indonesia,Cotton,Proj.,0.62
August 2018,Major Exporters,Cotton,Proj.,85.62
August 2018,Major Importers,Cotton,Proj.,90.69
August 2018,Mexico,Cotton,Proj.,2.4
August 2018,Pakistan,Cotton,Proj.,11.370000000000001
August 2018,S. Hemis,Cotton,Proj.,27.53
August 2018,Thailand,Cotton,Proj.,0.18
August 2018,Total Foreign,Cotton,Proj.,181.4
August 2018,Turkey,Cotton,Proj.,6.45
August 2018,United States,Cotton,Proj.,23.64
August 2018,Vietnam,Cotton,Proj.,1.19
August 2018,World,Cotton,Proj.,205.04000000000002
August 2018,Brazil,Rice,Proj.,8.4
August 2018,Burma,Rice,Proj.,13.96
August 2018,C. Amer & Carib,Rice,Proj.,2.32
August 2018,China,Rice,Proj.,236.19
August 2018,Egypt,Rice,Proj.,4.63
August 2018,European Union,Rice,Proj.,3.1100000000000003
August 2018,India,Rice,Proj.,129.4
August 2018,Indonesia,Rice,Proj.,41.209999999999994
August 2018,Japan,Rice,Proj.,9.86
August 2018,Major Exporters,Rice,Proj.,192.83999999999997
August 2018,Major Importers,Rice,Proj.,76.41000000000001
August 2018,Mexico,Rice,Proj.,0.37
August 2018,Nigeria,Rice,Proj.,4.72
August 2018,Pakistan,Rice,Proj.,8.77
August 2018,Philippines,Rice,Proj.,14.75
August 2018,Sel. Mideast,Rice,Proj.,2.5
August 2018,South Korea,Rice,Proj.,4.96
August 2018,Thailand,Rice,Proj.,24.39
August 2018,Total Foreign,Rice,Proj.,623.58
August 2018,United States,Rice,Proj.,7.800000000000001
August 2018,Vietnam,Rice,Proj.,30.28
August 2018,World,Rice,Proj.,631.39
August 2018,Argentina,Soybean Meal,Proj.,35.739999999999995
August 2018,Brazil,Soybean Meal,Proj.,35.9
August 2018,European Union,Soybean Meal,Proj.,13.190000000000001
August 2018,India,Soybean Meal,Proj.,7.32
August 2018,Major Exporters,Soybean Meal,Proj.,78.96
August 2018,Major Importers,Soybean Meal,Proj.,19.49
August 2018,Southeast Asia,Soybean Meal,Proj.,4.47
August 2018,Total Foreign,Soybean Meal,Proj.,208.74
August 2018,United States,Soybean Meal,Proj.,44.54
August 2018,World,Soybean Meal,Proj.,253.28
August 2018,Argentina,Soybean Oil,Proj.,8.729999999999999
August 2018,Brazil,Soybean Oil,Proj.,8.37
August 2018,China,Soybean Oil,Proj.,17.45
August 2018,European Union,Soybean Oil,Proj.,3.2800000000000002
August 2018,India,Soybean Oil,Proj.,1.87
August 2018,Major Exporters,Soybean Oil,Proj.,20.36
August 2018,Major Importers,Soybean Oil,Proj.,20.150000000000002
August 2018,North Africa,Soybean Oil,Proj.,0.83
August 2018,Total Foreign,Soybean Oil,Proj.,49.2
August 2018,United States,Soybean Oil,Proj.,11.78
August 2018,World,Soybean Oil,Proj.,60.98
August 2018,Argentina,"Oilseed, Soybean",Proj.,87.8
August 2018,Brazil,"Oilseed, Soybean",Proj.,144.65
August 2018,China,"Oilseed, Soybean",Proj.,37.980000000000004
August 2018,European Union,"Oilseed, Soybean",Proj.,3.8499999999999996
August 2018,Japan,"Oilseed, Soybean",Proj.,0.47
August 2018,Major Exporters,"Oilseed, Soybean",Proj.,245.58
August 2018,Major Importers,"Oilseed, Soybean",Proj.,44.46
August 2018,Mexico,"Oilseed, Soybean",Proj.,0.65
August 2018,Paraguay,"Oilseed, Soybean",Proj.,10.08
August 2018,Total Foreign,"Oilseed, Soybean",Proj.,326.22
August 2018,United States,"Oilseed, Soybean",Proj.,136.5
August 2018,World,"Oilseed, Soybean",Proj.,462.71000000000004
August 2018,Argentina,Wheat,Proj.,20.2
August 2018,Australia,Wheat,Proj.,26.9
August 2018,Brazil,Wheat,Proj.,5.970000000000001
August 2018,Canada,Wheat,Proj.,38.46
August 2018,China,Wheat,Proj.,254.82
August 2018,European Union,Wheat,Proj.,151.62
August 2018,FSU-12,Wheat,Proj.,141.06
August 2018,India,Wheat,Proj.,110.2
August 2018,Kazakhstan,Wheat,Proj.,17.33
August 2018,Major Exporters,Wheat,Proj.,237.17000000000002
August 2018,Major Importers,Wheat,Proj.,370.32
August 2018,N. Africa,Wheat,Proj.,35.68
August 2018,Pakistan,Wheat,Proj.,31.130000000000003
August 2018,Russia,Wheat,Proj.,77.22
August 2018,Sel. Mideast,Wheat,Proj.,31.479999999999997
August 2018,Southeast Asia,Wheat,Proj.,5.47
August 2018,Total Foreign,Wheat,Proj.,921.68
August 2018,Ukraine,Wheat,Proj.,26.91
August 2018,United States,Wheat,Proj.,81.03
August 2018,World,Wheat,Proj.,1002.7
September 2018,Argentina,Coarse Grain,Proj.,52.36
September 2018,Australia,Coarse Grain,Proj.,13.17
September 2018,Brazil,Coarse Grain,Proj.,108.35
September 2018,Canada,Coarse Grain,Proj.,31.55
September 2018,China,Coarse Grain,Proj.,312.99
September 2018,European Union,Coarse Grain,Proj.,165.2
September 2018,FSU-12,Coarse Grain,Proj.,96.48
September 2018,Japan,Coarse Grain,Proj.,1.8299999999999998
September 2018,Major Exporters,Coarse Grain,Proj.,222.11
September 2018,Major Importers,Coarse Grain,Proj.,278.63
September 2018,Mexico,Coarse Grain,Proj.,37.050000000000004
September 2018,N. Afr & Mideast,Coarse Grain,Proj.,38.1
September 2018,Russia,Coarse Grain,Proj.,38.019999999999996
September 2018,Saudi Arabia,Coarse Grain,Proj.,2.16
September 2018,South Korea,Coarse Grain,Proj.,2.12
September 2018,Southeast Asia,Coarse Grain,Proj.,31.51
September 2018,Total Foreign,Coarse Grain,Proj.,1125.17
September 2018,Ukraine,Coarse Grain,Proj.,42.42
September 2018,United States,Coarse Grain,Proj.,445.58000000000004
September 2018,World,Coarse Grain,Proj.,1570.75
September 2018,Argentina,Corn,Proj.,43.38
September 2018,Brazil,Corn,Proj.,105.02
September 2018,Canada,Corn,Proj.,16.67
September 2018,China,Corn,Proj.,304.55
September 2018,Egypt,Corn,Proj.,8.18
September 2018,European Union,Corn,Proj.,70.31
September 2018,FSU-12,Corn,Proj.,50.339999999999996
September 2018,Japan,Corn,Proj.,1.32
September 2018,Major Exporters,Corn,Proj.,164.29
September 2018,Major Importers,Corn,Proj.,144.73
September 2018,Mexico,Corn,Proj.,30.82
September 2018,South Africa,Corn,Proj.,15.9
September 2018,South Korea,Corn,Proj.,1.99
September 2018,Southeast Asia,Corn,Proj.,31.45
September 2018,Total Foreign,Corn,Proj.,835.67
September 2018,Ukraine,Corn,Proj.,32.41
September 2018,United States,Corn,Proj.,427.48
September 2018,World,Corn,Proj.,1263.15
September 2018,Afr. Fr. Zone,Cotton,Proj.,7.53
September 2018,Australia,Cotton,Proj.,5.9399999999999995
September 2018,Bangladesh,Cotton,Proj.,2.0
September 2018,Brazil,Cotton,Proj.,18.66
September 2018,Central Asia,Cotton,Proj.,8.559999999999999
September 2018,China,Cotton,Proj.,65.52000000000001
September 2018,European Union,Cotton,Proj.,1.81
September 2018,India,Cotton,Proj.,40.28
September 2018,Indonesia,Cotton,Proj.,0.62
September 2018,Major Exporters,Cotton,Proj.,84.82
September 2018,Major Importers,Cotton,Proj.,91.9
September 2018,Mexico,Cotton,Proj.,2.4
September 2018,Pakistan,Cotton,Proj.,11.33
September 2018,S. Hemis,Cotton,Proj.,27.66
September 2018,Thailand,Cotton,Proj.,0.18
September 2018,Total Foreign,Cotton,Proj.,181.78
September 2018,Turkey,Cotton,Proj.,6.48
September 2018,United States,Cotton,Proj.,23.98
September 2018,Vietnam,Cotton,Proj.,1.19
September 2018,World,Cotton,Proj.,205.76
September 2018,Brazil,Rice,Proj.,8.5
September 2018,Burma,Rice,Proj.,14.06
September 2018,C. Amer & Carib,Rice,Proj.,2.32
September 2018,China,Rice,Proj.,234.79000000000002
September 2018,Egypt,Rice,Proj.,4.63
September 2018,European Union,Rice,Proj.,3.1100000000000003
September 2018,India,Rice,Proj.,132.0
September 2018,Indonesia,Rice,Proj.,41.209999999999994
September 2018,Japan,Rice,Proj.,10.05
September 2018,Major Exporters,Rice,Proj.,195.44
September 2018,Major Importers,Rice,Proj.,76.75999999999999
September 2018,Mexico,Rice,Proj.,0.37
September 2018,Nigeria,Rice,Proj.,4.72
September 2018,Pakistan,Rice,Proj.,8.77
September 2018,Philippines,Rice,Proj.,14.690000000000001
September 2018,Sel. Mideast,Rice,Proj.,2.5
September 2018,South Korea,Rice,Proj.,4.96
September 2018,Thailand,Rice,Proj.,24.39
September 2018,Total Foreign,Rice,Proj.,624.89
September 2018,United States,Rice,Proj.,7.8999999999999995
September 2018,Vietnam,Rice,Proj.,30.28
September 2018,World,Rice,Proj.,632.79
September 2018,Argentina,Soybean Meal,Proj.,35.82
September 2018,Brazil,Soybean Meal,Proj.,35.9
September 2018,European Union,Soybean Meal,Proj.,13.41
September 2018,India,Soybean Meal,Proj.,7.3
September 2018,Major Exporters,Soybean Meal,Proj.,79.00999999999999
September 2018,Major Importers,Soybean Meal,Proj.,19.6
September 2018,Southeast Asia,Soybean Meal,Proj.,4.36
September 2018,Total Foreign,Soybean Meal,Proj.,208.23
September 2018,United States,Soybean Meal,Proj.,44.769999999999996
September 2018,World,Soybean Meal,Proj.,253.0
September 2018,Argentina,Soybean Oil,Proj.,8.729999999999999
September 2018,Brazil,Soybean Oil,Proj.,8.319999999999999
September 2018,China,Soybean Oil,Proj.,17.19
September 2018,European Union,Soybean Oil,Proj.,3.33
September 2018,India,Soybean Oil,Proj.,1.87
September 2018,Major Exporters,Soybean Oil,Proj.,20.37
September 2018,Major Importers,Soybean Oil,Proj.,19.93
September 2018,North Africa,Soybean Oil,Proj.,0.88
September 2018,Total Foreign,Soybean Oil,Proj.,49.09
September 2018,United States,Soybean Oil,Proj.,11.83
September 2018,World,Soybean Oil,Proj.,60.9
September 2018,Argentina,"Oilseed, Soybean",Proj.,89.67
September 2018,Brazil,"Oilseed, Soybean",Proj.,143.5
September 2018,China,"Oilseed, Soybean",Proj.,37.46
September 2018,European Union,"Oilseed, Soybean",Proj.,4.17
September 2018,Japan,"Oilseed, Soybean",Proj.,0.47
September 2018,Major Exporters,"Oilseed, Soybean",Proj.,245.89000000000001
September 2018,Major Importers,"Oilseed, Soybean",Proj.,44.099999999999994
September 2018,Mexico,"Oilseed, Soybean",Proj.,0.59
September 2018,Paraguay,"Oilseed, Soybean",Proj.,10.21
September 2018,Total Foreign,"Oilseed, Soybean",Proj.,325.59000000000003
September 2018,United States,"Oilseed, Soybean",Proj.,138.47
September 2018,World,"Oilseed, Soybean",Proj.,464.06
September 2018,Argentina,Wheat,Proj.,20.2
September 2018,Australia,Wheat,Proj.,25.4
September 2018,Brazil,Wheat,Proj.,5.970000000000001
September 2018,Canada,Wheat,Proj.,37.68
September 2018,China,Wheat,Proj.,254.82
September 2018,European Union,Wheat,Proj.,152.06
September 2018,FSU-12,Wheat,Proj.,145.99
September 2018,India,Wheat,Proj.,112.9
September 2018,Kazakhstan,Wheat,Proj.,17.83
September 2018,Major Exporters,Wheat,Proj.,235.34
September 2018,Major Importers,Wheat,Proj.,370.01
September 2018,N. Africa,Wheat,Proj.,35.730000000000004
September 2018,Pakistan,Wheat,Proj.,31.130000000000003
September 2018,Russia,Wheat,Proj.,81.87
September 2018,Sel. Mideast,Wheat,Proj.,31.479999999999997
September 2018,Southeast Asia,Wheat,Proj.,5.19
September 2018,Total Foreign,Wheat,Proj.,926.3299999999999
